# Метеостанция Роттердам / Зестинховен (аэропорт), Нидерланды, WMO_ID=6344, выборка с 19.02.2019 по 19.03.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=6344&lang=ru
#
"Местное время в Роттердаме / Зестинховене (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.02.2019 14:00";"10.9";"762.0";"761.5";"-0.5";"82";"Ветер, дующий с западо-юго-запада";"9";"";"";"100%.";"Дымка. ";"Пониженная видимость.";"";"";"";"";"100%.";"300-600";"";"";"9.0";"8.0";"Осадков нет";"1";"";"";"";"";
"28.02.2019 13:00";"9.8";"762.4";"761.9";"0.0";"89";"Ветер, дующий с юго-запада";"7";"10";"";"100%.";"Дымка. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"";"";"";"200-300";"";"";"3.9";"8.1";"Осадков нет";"6";"";"";"";"";
"28.02.2019 12:00";"11.0";"762.4";"761.9";"-0.2";"81";"Ветер, дующий с юго-запада";"7";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"6.0";"7.8";"Осадков нет";"1";"";"";"";"";
"28.02.2019 11:00";"8.7";"762.5";"762.0";"0.0";"93";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Дымка. ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"";"";"3.0";"7.6";"Осадков нет";"1";"";"";"";"";
"28.02.2019 10:00";"8.3";"762.4";"761.9";"-0.2";"93";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"60%.";"2500 или более, или облаков нет.";"";"";"2.7";"7.3";"Осадков нет";"1";"";"";"";"";
"28.02.2019 09:00";"6.1";"762.6";"762.1";"-0.3";"98";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дымка. ";"";"";"2.3";"";"";"";"2500 или более, или облаков нет.";"";"";"1.8";"5.8";"Осадков нет";"1";"";"";"";"";
"28.02.2019 08:00";"4.8";"762.5";"762.1";"-0.8";"100";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.3";"4.8";"Осадков нет";"1";"";"";"";"";
"28.02.2019 07:00";"3.9";"762.6";"762.1";"-1.0";"99";"Ветер, дующий с юго-запада";"2";"3";"3";"50%.";"Туман ";"Туман";"Пониженная видимость.";"2.3";"";"";"";"2500 или более, или облаков нет.";"";"";"1.5";"3.8";"Осадков нет";"12";"";"";"";"";
"28.02.2019 06:00";"3.8";"762.9";"762.4";"-1.1";"100";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";"Туман или ледяной туман начался или усилился в течение последнего часа. ";"Пониженная видимость.";"";"";"";"";"";"";"";"";"0.5";"3.8";"Осадков нет";"1";"";"";"";"";
"28.02.2019 05:00";"3.0";"763.3";"762.9";"-0.9";"100";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";"Туман ";"Пониженная видимость.";"Пониженная видимость.";"";"";"";"";"";"";"";"1.0";"3.0";"Осадков нет";"1";"";"";"";"";
"28.02.2019 04:00";"3.7";"763.6";"763.1";"-1.1";"97";"Ветер, дующий с юго-запада";"1";"1";"3";"Облаков нет.";"Дымка. ";"Пониженная видимость.";"Пониженная видимость.";"";"";"";"";"";"";"";"2.1";"3.2";"Осадков нет";"1";"";"";"";"";
"28.02.2019 03:00";"3.7";"764.0";"763.5";"-1.0";"99";"Ветер, дующий с юго-запада";"2";"3";"3";"Облаков нет.";"Дымка. ";"Пониженная видимость.";"Пониженная видимость.";"";"";"";"";"";"";"";"1.0";"3.6";"Осадков нет";"1";"";"";"";"";
"28.02.2019 02:00";"4.2";"764.2";"763.8";"-1.1";"99";"Ветер, дующий с юго-запада";"1";"2";"3";"Облаков нет.";"Дымка. ";"Пониженная видимость.";"Пониженная видимость.";"";"";"";"";"";"";"";"4.6";"4.0";"Осадков нет";"1";"";"";"";"";
"28.02.2019 01:00";"5.5";"764.7";"764.2";"-1.3";"89";"Ветер, дующий с западо-юго-запада";"2";"3";"5";"Облаков нет.";"Дымка. ";"Пониженная видимость.";"";"";"";"";"";"";"";"";"6.0";"3.8";"Осадков нет";"6";"";"";"";"";
"28.02.2019 00:00";"6.7";"765.0";"764.5";"-1.1";"87";"Ветер, дующий с западо-юго-запада";"2";"2";"3";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"7.0";"4.6";"Осадков нет";"1";"";"";"";"";
"27.02.2019 23:00";"3.9";"765.3";"764.8";"-1.2";"88";"Ветер, дующий с юго-запада";"3";"3";"3";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"8.0";"2.1";"Осадков нет";"1";"";"";"";"";
"27.02.2019 22:00";"5.4";"766.0";"765.4";"-0.6";"90";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";"Дымка. ";"Пониженная видимость.";"";"";"";"";"";"";"";"";"8.0";"3.9";"Осадков нет";"1";"";"";"";"";
"27.02.2019 21:00";"7.8";"766.1";"765.7";"-0.8";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"11.0";"4.0";"Осадков нет";"1";"";"";"";"";
"27.02.2019 20:00";"8.6";"766.5";"766.0";"-0.8";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"11.0";"4.7";"Осадков нет";"1";"";"";"";"";
"27.02.2019 19:00";"10.5";"766.6";"766.2";"-1.3";"69";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"17.2";"";"";"";"";"";"12.0";"5.0";"Осадков нет";"12";"";"";"";"";
"27.02.2019 18:00";"13.0";"766.9";"766.4";"-1.5";"61";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"15.0";"5.6";"Осадков нет";"1";"";"";"";"";
"27.02.2019 17:00";"14.3";"767.3";"766.9";"-1.5";"59";"Ветер, дующий с юго-запада";"5";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"18.0";"6.3";"Осадков нет";"1";"";"";"";"";
"27.02.2019 16:00";"15.8";"767.9";"767.4";"-1.6";"57";"Ветер, дующий с юго-запада";"4";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"22.0";"7.3";"Осадков нет";"1";"";"";"";"";
"27.02.2019 15:00";"16.3";"768.4";"767.8";"-1.5";"53";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"22.0";"6.6";"Осадков нет";"1";"";"";"";"";
"27.02.2019 14:00";"16.9";"768.8";"768.3";"-1.6";"52";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"25.0";"6.8";"Осадков нет";"1";"";"";"";"";
"27.02.2019 13:00";"16.3";"769.5";"769.0";"-1.3";"50";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"22.0";"5.9";"Осадков нет";"6";"";"";"";"";
"27.02.2019 12:00";"15.3";"769.9";"769.4";"-1.0";"52";"Ветер, дующий с юго-запада";"4";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"26.0";"5.5";"Осадков нет";"1";"";"";"";"";
"27.02.2019 11:00";"14.3";"770.4";"769.9";"-0.6";"55";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"26.0";"5.3";"Осадков нет";"1";"";"";"";"";
"27.02.2019 10:00";"12.1";"770.8";"770.2";"-0.4";"61";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"26.0";"4.7";"Осадков нет";"1";"";"";"";"";
"27.02.2019 09:00";"7.2";"770.9";"770.5";"-0.6";"84";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"2.0";"";"";"";"";"";"";"14.0";"4.7";"Осадков нет";"1";"";"";"";"";
"27.02.2019 08:00";"6.2";"771.0";"770.5";"-0.6";"79";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"14.0";"2.7";"Осадков нет";"1";"";"";"";"";
"27.02.2019 07:00";"5.6";"771.2";"770.8";"-1.1";"78";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"2.0";"";"";"";"";"";"";"18.0";"2.1";"Осадков нет";"12";"";"";"";"";
"27.02.2019 06:00";"2.6";"771.5";"771.0";"-1.4";"91";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"14.0";"1.2";"Осадков нет";"1";"";"";"";"";
"27.02.2019 05:00";"3.5";"771.6";"771.1";"-1.6";"93";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"13.0";"2.5";"Осадков нет";"1";"";"";"";"";
"27.02.2019 04:00";"2.3";"772.3";"771.8";"-1.4";"100";"Ветер, дующий с северо-востока";"1";"1";"2";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"9.0";"2.3";"Осадков нет";"1";"";"";"";"";
"27.02.2019 03:00";"3.4";"772.9";"772.4";"-0.9";"94";"Ветер, дующий с востоко-северо-востока";"1";"1";"1";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"12.0";"2.5";"Осадков нет";"1";"";"";"";"";
"27.02.2019 02:00";"4.2";"773.2";"772.7";"-0.8";"86";"Ветер, дующий с востоко-юго-востока";"1";"1";"2";"Облаков нет.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"13.0";"2.1";"Осадков нет";"1";"";"";"";"";
"27.02.2019 01:00";"4.9";"773.7";"773.2";"-0.5";"91";"Ветер, дующий с севера";"1";"";"3";"Облаков нет.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"13.0";"3.5";"Осадков нет";"6";"";"";"";"";
"27.02.2019 00:00";"7.5";"773.8";"773.3";"-0.7";"77";"Ветер, дующий с востоко-юго-востока";"2";"2";"2";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"19.0";"3.7";"Осадков нет";"1";"";"";"";"";
"26.02.2019 23:00";"7.7";"774.0";"773.5";"-0.7";"79";"Ветер, дующий с востока";"2";"2";"3";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"20.0";"4.3";"Осадков нет";"1";"";"";"";"";
"26.02.2019 22:00";"6.3";"774.2";"773.8";"-0.7";"90";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"13.0";"4.8";"Осадков нет";"1";"";"";"";"";
"26.02.2019 21:00";"8.8";"774.5";"774.0";"-0.1";"82";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"20.0";"5.8";"Осадков нет";"1";"";"";"";"";
"26.02.2019 20:00";"8.7";"774.7";"774.1";"-0.2";"84";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"20.0";"6.1";"Осадков нет";"1";"";"";"";"";
"26.02.2019 19:00";"11.1";"774.9";"774.4";"-0.2";"72";"Ветер, дующий с востоко-северо-востока";"1";"1";"";"100%.";"Состояние неба в общем не изменилось. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"18.7";"";"";"2500 или более, или облаков нет.";"";"";"30.0";"6.1";"Осадков нет";"12";"";"";"";"";
"26.02.2019 18:00";"15.1";"774.6";"774.1";"-0.8";"56";"Ветер, дующий с востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"40.0";"6.3";"Осадков нет";"1";"";"";"";"";
"26.02.2019 17:00";"16.5";"774.9";"774.4";"-1.0";"54";"Ветер, дующий с востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"30.0";"7.0";"Осадков нет";"1";"";"";"";"";
"26.02.2019 16:00";"18.3";"775.1";"774.7";"-1.2";"48";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"28.0";"7.0";"Осадков нет";"1";"";"";"";"";
"26.02.2019 15:00";"18.0";"775.4";"775.0";"-1.1";"40";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"35.0";"4.1";"Осадков нет";"1";"";"";"";"";
"26.02.2019 14:00";"17.8";"775.9";"775.4";"-0.9";"41";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"35.0";"4.3";"Осадков нет";"1";"";"";"";"";
"26.02.2019 13:00";"16.8";"776.3";"775.8";"-0.5";"45";"Ветер, дующий с юго-юго-востока";"2";"3";"3";"100%.";"Мгла или дым, или пыль, взвешенная в воздухе, дальность видимости 1 км или более. ";"Никаких особых явлений погоды не наблюдалось.";"Никаких особых явлений погоды не наблюдалось.";"";"";"";"";"2500 или более, или облаков нет.";"";"";"9.0";"4.8";"Осадков нет";"6";"";"";"";"";
